measurement,cluster,frequency,power_spectral_density
57,9.0,18,-0.38073
58,4.0,18,-0.47568
59,4.0,18,-0.25437
60,4.0,18,-0.44496
61,4.0,18,-0.48391
62,4.0,18,-0.35946
63,7.0,18,-0.3902
64,6.0,18,-0.58526
65,7.0,18,-0.52083
66,3.0,18,-0.54796
67,2.0,18,4.1283
68,1.0,18,-0.25386
69,5.0,18,-0.25703
70,10.0,18,4.1464
71,11.0,18,2.4988
72,10.0,18,2.8241
73,6.0,18,-0.46809
74,2.0,18,2.405
75,5.0,18,-0.49181
76,8.0,18,-0.48589
77,3.0,18,-0.37011
78,4.0,18,-0.39531
79,11.0,18,1.759
80,8.0,18,-0.2003
81,5.0,18,-0.25563
82,9.0,18,-0.21688
83,10.0,18,1.012
84,8.0,18,-0.42119
85,11.0,18,3.729
86,5.0,18,-0.50967
87,3.0,18,-0.45189
88,9.0,18,0.56847
89,2.0,18,1.9518
90,7.0,18,-0.37643
91,8.0,18,-0.61014
92,9.0,18,-0.42525
93,8.0,18,-0.38539
94,1.0,18,-0.41838
95,7.0,18,-0.41329
96,11.0,18,3.0952
97,10.0,18,5.981
98,3.0,18,-0.15809
99,6.0,18,-0.34851
100,3.0,18,-0.31832
101,10.0,18,0.71665
102,6.0,18,-0.50259
103,9.0,18,-0.40315
104,5.0,18,-0.3736
105,11.0,18,3.3498
106,4.0,18,0.77995
107,1.0,18,-0.41865
108,10.0,18,5.2885
109,8.0,18,-0.46519
110,3.0,18,-0.28575
111,8.0,18,-0.37585
112,3.0,18,-0.41027
113,4.0,18,-0.18515
114,10.0,18,0.87237
115,10.0,18,1.7702
116,8.0,18,-0.51886
117,6.0,18,-0.33828
118,5.0,18,-0.42604
119,11.0,18,2.9297
120,6.0,18,-0.49159
121,1.0,18,1.0241
122,10.0,18,1.772
123,4.0,18,0.86499
124,5.0,18,-0.33027
125,7.0,18,-0.4642
126,11.0,18,2.9328
127,5.0,18,-0.28145
128,5.0,18,-0.32502
129,9.0,18,-0.047536
130,7.0,18,-0.19711
131,5.0,18,-0.42431
132,3.0,18,-0.21961
133,11.0,18,4.1421
134,6.0,18,-0.37023
135,4.0,18,-0.3626
136,8.0,18,-0.33169
137,11.0,18,3.5162
138,10.0,18,3.2178
139,1.0,18,-0.16382
140,11.0,18,3.2177
141,3.0,18,-0.14452
142,9.0,18,-0.32331
143,9.0,18,-0.42853
144,6.0,18,-0.23208
145,3.0,18,-0.51732
146,2.0,18,1.5177
147,2.0,18,1.8623
148,2.0,18,5.3915
149,3.0,18,-0.36734
150,10.0,18,4.5233
151,6.0,18,-0.46785
152,2.0,18,2.4897
153,4.0,18,-0.49874
154,2.0,18,6.3333
155,3.0,18,-0.40859
156,9.0,18,-0.20183
157,2.0,18,2.268
158,10.0,18,1.8766
159,6.0,18,-0.52056
160,4.0,18,-0.29215
161,5.0,18,-0.35523
162,3.0,18,-0.35725
163,5.0,18,0.11114
164,2.0,18,0.27585
165,3.0,18,-0.44918
166,7.0,18,-0.56406
167,10.0,18,3.8466
168,5.0,18,0.55504
169,10.0,18,-0.67263
170,9.0,18,-0.29292
171,1.0,18,-0.33074
172,6.0,18,-0.29476
173,10.0,18,2.6669
174,3.0,18,-0.39641
175,7.0,18,-0.24856
176,1.0,18,-0.049854
177,11.0,18,2.0387
178,4.0,18,-0.47209
179,1.0,18,-0.35309
180,7.0,18,-0.608
181,10.0,18,5.7614
182,9.0,18,-0.37931
183,2.0,18,4.7203
184,6.0,18,-0.35013
185,5.0,18,-0.34353
186,4.0,18,-0.4357
187,11.0,18,2.5774
188,2.0,18,3.1779
189,8.0,18,-0.54897
190,7.0,18,-0.27017
191,7.0,18,-0.38714
192,11.0,18,3.1017
193,4.0,18,0.48371
194,8.0,18,-0.40544
195,8.0,18,-0.46835
196,1.0,18,-0.1429
197,7.0,18,-0.31228
198,6.0,18,-0.34988
199,1.0,18,-0.37871
200,1.0,18,-0.35596
201,5.0,18,0.46243
202,4.0,18,-0.52123
203,10.0,18,4.7533
204,2.0,18,-0.015809
205,5.0,18,-0.4851
206,11.0,18,3.6112
207,9.0,18,-0.055126
208,8.0,18,-0.46952
209,2.0,18,1.7622
210,9.0,18,-0.30631
211,1.0,18,-0.32388
212,1.0,18,-0.14828
213,4.0,18,-0.097394
214,1.0,18,0.17046
215,3.0,18,-0.31339
216,7.0,18,-0.31374
217,1.0,18,-0.1005
218,1.0,18,-0.38814
219,6.0,18,-0.6205
0,7.0,19,-0.32229
1,5.0,19,-0.30776
2,9.0,19,-0.40971
3,2.0,19,2.0179
4,2.0,19,0.034713
5,2.0,19,0.16562
6,9.0,19,0.60391
7,2.0,19,4.8635
8,8.0,19,-0.48696
9,5.0,19,-0.53153
10,9.0,19,-0.31366
11,5.0,19,-0.23511
12,8.0,19,-0.34128
13,6.0,19,-0.40887
14,10.0,19,3.7705
15,6.0,19,-0.52431
16,7.0,19,-0.42955
17,9.0,19,-0.22613
18,2.0,19,2.7468
19,1.0,19,-0.16325
20,7.0,19,-0.54271
21,8.0,19,-0.13374
22,3.0,19,-0.30618
23,8.0,19,-0.28156
24,1.0,19,-0.4688
25,5.0,19,0.59072
26,9.0,19,0.48776
27,7.0,19,-0.34923
28,4.0,19,1.0763
29,1.0,19,-0.29163
30,7.0,19,-0.54928
31,7.0,19,-0.33911
32,4.0,19,-0.38071
33,6.0,19,-0.45982
34,1.0,19,-0.28986
35,6.0,19,-0.55327
36,3.0,19,-0.1591
37,6.0,19,-0.41873
38,9.0,19,-0.19693
39,11.0,19,1.5532
40,2.0,19,-0.04403
41,7.0,19,-0.47304
42,10.0,19,3.4731
43,8.0,19,-0.25486
44,3.0,19,-0.34322
45,10.0,19,3.91
46,11.0,19,3.8668
47,4.0,19,-0.32859
48,11.0,19,2.5507
49,3.0,19,-0.47249
50,11.0,19,1.6536
51,11.0,19,1.4717
52,6.0,19,-0.50132
53,11.0,19,4.4057
54,9.0,19,-0.27136
55,8.0,19,-0.56365
56,8.0,19,-0.59615
57,9.0,19,-0.36191
58,4.0,19,-0.39242
59,4.0,19,-0.18149
60,4.0,19,-0.39351
61,4.0,19,-0.44627
62,4.0,19,-0.32426
63,7.0,19,-0.42924
64,6.0,19,-0.59814
65,7.0,19,-0.51905
66,3.0,19,-0.51802
67,2.0,19,4.5475
68,1.0,19,-0.29233
69,5.0,19,-0.28666
70,10.0,19,3.553
71,11.0,19,2.377
72,10.0,19,2.6852
73,6.0,19,-0.48408
74,2.0,19,1.7921
75,5.0,19,-0.49143
76,8.0,19,-0.51546
77,3.0,19,-0.36988
78,4.0,19,-0.39398
79,11.0,19,1.7139
80,8.0,19,-0.19455
81,5.0,19,-0.3516
82,9.0,19,-0.23003
83,10.0,19,1.168
84,8.0,19,-0.45834
85,11.0,19,2.9209
86,5.0,19,-0.5097
87,3.0,19,-0.45047
88,9.0,19,0.24952
89,2.0,19,1.162
90,7.0,19,-0.37921
91,8.0,19,-0.60733
92,9.0,19,-0.42135
93,8.0,19,-0.4125
94,1.0,19,-0.41998
95,7.0,19,-0.4129
96,11.0,19,2.6637
97,10.0,19,5.8964
98,3.0,19,-0.16946
99,6.0,19,-0.35991
100,3.0,19,-0.35787
101,10.0,19,0.88037
102,6.0,19,-0.47814
103,9.0,19,-0.40846
104,5.0,19,-0.36539
105,11.0,19,3.2905
106,4.0,19,1.1003
107,1.0,19,-0.41277
108,10.0,19,5.5212
109,8.0,19,-0.47042
110,3.0,19,-0.28834
111,8.0,19,-0.3793
112,3.0,19,-0.40727
113,4.0,19,-0.055564
114,10.0,19,0.70815
115,10.0,19,1.9098
116,8.0,19,-0.51381
117,6.0,19,-0.39786
118,5.0,19,-0.41686
119,11.0,19,3.0894
120,6.0,19,-0.50003
121,1.0,19,0.95179
122,10.0,19,2.4236
123,4.0,19,1.0904
124,5.0,19,-0.32416
125,7.0,19,-0.46641
126,11.0,19,2.5639
127,5.0,19,-0.27872
128,5.0,19,-0.34574
129,9.0,19,-0.068865
130,7.0,19,-0.26562
131,5.0,19,-0.42503
132,3.0,19,-0.15488
133,11.0,19,3.5564
134,6.0,19,-0.38345
135,4.0,19,-0.29676
136,8.0,19,-0.31167
137,11.0,19,3.3616
138,10.0,19,3.4518
139,1.0,19,-0.15459
140,11.0,19,2.8132
141,3.0,19,-0.18341
142,9.0,19,-0.32973
143,9.0,19,-0.45265
144,6.0,19,-0.13902
145,3.0,19,-0.52519
146,2.0,19,2.0003
147,2.0,19,1.725
148,2.0,19,4.9495
149,3.0,19,-0.3672
150,10.0,19,4.1059
151,6.0,19,-0.46774
152,2.0,19,1.979
153,4.0,19,-0.48492
154,2.0,19,5.6935
155,3.0,19,-0.39353
156,9.0,19,-0.24669
157,2.0,19,2.919
158,10.0,19,2.0308
159,6.0,19,-0.58394
160,4.0,19,-0.26213
161,5.0,19,-0.35789
162,3.0,19,-0.35644
163,5.0,19,0.15347
164,2.0,19,-0.03126
165,3.0,19,-0.45189
166,7.0,19,-0.56455
167,10.0,19,4.8291
168,5.0,19,0.52257
169,10.0,19,-0.67452
170,9.0,19,-0.29124
171,1.0,19,-0.37676
172,6.0,19,-0.30261
173,10.0,19,3.0962
174,3.0,19,-0.39502
175,7.0,19,-0.3063
176,1.0,19,-0.076442
177,11.0,19,1.4592
178,4.0,19,-0.46238
179,1.0,19,-0.37698
180,7.0,19,-0.63471
181,10.0,19,5.6825
182,9.0,19,-0.44001
183,2.0,19,4.0536
184,6.0,19,-0.37618
185,5.0,19,-0.33835
186,4.0,19,-0.45139
187,11.0,19,1.7232
188,2.0,19,2.2284
189,8.0,19,-0.55529
190,7.0,19,-0.2871
191,7.0,19,-0.38718
192,11.0,19,2.7582
193,4.0,19,0.70695
194,8.0,19,-0.38436
195,8.0,19,-0.47661
196,1.0,19,-0.15585
197,7.0,19,-0.34698
198,6.0,19,-0.35232
199,1.0,19,-0.35783
200,1.0,19,-0.37413
201,5.0,19,0.39579
202,4.0,19,-0.50794
203,10.0,19,4.435
204,2.0,19,-0.070485
205,5.0,19,-0.48529
206,11.0,19,3.6502
207,9.0,19,-0.05858
208,8.0,19,-0.5227
209,2.0,19,1.6763
210,9.0,19,-0.33226
211,1.0,19,-0.32452
212,1.0,19,-0.18837
213,4.0,19,-0.06499
214,1.0,19,0.15389
215,3.0,19,-0.30983
216,7.0,19,-0.31874
217,1.0,19,-0.16547
218,1.0,19,-0.39382
219,6.0,19,-0.6337
0,7.0,20,-0.33972
1,5.0,20,-0.3576
2,9.0,20,-0.39836
3,2.0,20,1.8459
4,2.0,20,-0.10231
5,2.0,20,-0.060377
6,9.0,20,0.40979
7,2.0,20,4.205
8,8.0,20,-0.48367
9,5.0,20,-0.51884
10,9.0,20,-0.30842
11,5.0,20,-0.22095
12,8.0,20,-0.34784
13,6.0,20,-0.38653
14,10.0,20,4.0972
15,6.0,20,-0.51146
16,7.0,20,-0.41694
17,9.0,20,-0.16693
18,2.0,20,2.2309
19,1.0,20,-0.19833
20,7.0,20,-0.54467
21,8.0,20,-0.19021
22,3.0,20,-0.27573
23,8.0,20,-0.34497
24,1.0,20,-0.52777
25,5.0,20,0.60739
26,9.0,20,0.31206
27,7.0,20,-0.35082
28,4.0,20,0.94804
29,1.0,20,-0.30276
30,7.0,20,-0.55603
31,7.0,20,-0.34997
32,4.0,20,-0.38927
33,6.0,20,-0.45675
34,1.0,20,-0.3127
35,6.0,20,-0.55266
36,3.0,20,-0.18465
37,6.0,20,-0.40555
38,9.0,20,-0.27098
39,11.0,20,1.5944
40,2.0,20,-0.15924
41,7.0,20,-0.47519
42,10.0,20,3.2954
43,8.0,20,-0.26262
44,3.0,20,-0.33014
45,10.0,20,4.7007
46,11.0,20,2.8305
47,4.0,20,-0.28729
48,11.0,20,2.0567
49,3.0,20,-0.46641
50,11.0,20,2.0904
51,11.0,20,0.57714
52,6.0,20,-0.51031
53,11.0,20,4.5562
54,9.0,20,-0.27854
55,8.0,20,-0.573
56,8.0,20,-0.60524
57,9.0,20,-0.33827
58,4.0,20,-0.27436
59,4.0,20,-0.072531
60,4.0,20,-0.33638
61,4.0,20,-0.39753
62,4.0,20,-0.27227
63,7.0,20,-0.45054
64,6.0,20,-0.56211
65,7.0,20,-0.51725
66,3.0,20,-0.4694
67,2.0,20,5.0241
68,1.0,20,-0.3208
69,5.0,20,-0.32118
70,10.0,20,2.7934
71,11.0,20,2.1812
72,10.0,20,2.36
73,6.0,20,-0.47405
74,2.0,20,1.2698
75,5.0,20,-0.49124
76,8.0,20,-0.555
77,3.0,20,-0.367
78,4.0,20,-0.37891
79,11.0,20,1.4113
80,8.0,20,-0.22842
81,5.0,20,-0.39975
82,9.0,20,-0.21237
83,10.0,20,1.2411
84,8.0,20,-0.4925
85,11.0,20,2.0979
86,5.0,20,-0.50983
87,3.0,20,-0.45175
88,9.0,20,0.056488
89,2.0,20,0.4106
90,7.0,20,-0.3813
91,8.0,20,-0.60278
92,9.0,20,-0.4192
93,8.0,20,-0.43351
94,1.0,20,-0.41969
95,7.0,20,-0.41245
96,11.0,20,1.9051
97,10.0,20,5.5683
98,3.0,20,-0.19428
99,6.0,20,-0.35426
100,3.0,20,-0.37746
101,10.0,20,1.0969
102,6.0,20,-0.45542
103,9.0,20,-0.40557
104,5.0,20,-0.35567
105,11.0,20,3.11
106,4.0,20,1.4796
107,1.0,20,-0.40893
108,10.0,20,5.3677
109,8.0,20,-0.48872
110,3.0,20,-0.29254
111,8.0,20,-0.38492
112,3.0,20,-0.41153
113,4.0,20,0.072196
114,10.0,20,0.65654
115,10.0,20,1.8088
116,8.0,20,-0.50594
117,6.0,20,-0.45927
118,5.0,20,-0.42339
119,11.0,20,3.0873
120,6.0,20,-0.51218
121,1.0,20,0.80228
122,10.0,20,2.9289
123,4.0,20,1.3265
124,5.0,20,-0.31745
125,7.0,20,-0.4681
126,11.0,20,2.0225
127,5.0,20,-0.2753
128,5.0,20,-0.30079
129,9.0,20,-0.10642
130,7.0,20,-0.29265
131,5.0,20,-0.43451
132,3.0,20,-0.13132
133,11.0,20,2.7139
134,6.0,20,-0.36505
135,4.0,20,-0.22389
136,8.0,20,-0.29021
137,11.0,20,3.174
138,10.0,20,3.4224
139,1.0,20,-0.16115
140,11.0,20,2.3164
141,3.0,20,-0.22917
142,9.0,20,-0.34478
143,9.0,20,-0.46064
144,6.0,20,-0.035369
145,3.0,20,-0.52629
146,2.0,20,2.4267
147,2.0,20,1.5046
148,2.0,20,4.0781
149,3.0,20,-0.36714
150,10.0,20,3.8254
151,6.0,20,-0.46817
152,2.0,20,1.3057
153,4.0,20,-0.47075
154,2.0,20,4.6464
155,3.0,20,-0.38827
156,9.0,20,-0.26446
157,2.0,20,3.0953
158,10.0,20,2.0131
159,6.0,20,-0.59188
160,4.0,20,-0.20565
161,5.0,20,-0.36094
162,3.0,20,-0.35688
163,5.0,20,0.20517
164,2.0,20,-0.15942
165,3.0,20,-0.45379
166,7.0,20,-0.56467
167,10.0,20,4.7973
168,5.0,20,0.36803
169,10.0,20,-0.67374
170,9.0,20,-0.27642
171,1.0,20,-0.42494
172,6.0,20,-0.30656
173,10.0,20,3.445
174,3.0,20,-0.39392
175,7.0,20,-0.32928
176,1.0,20,-0.094052
177,11.0,20,0.77752
178,4.0,20,-0.4077
179,1.0,20,-0.38473
180,7.0,20,-0.65329
181,10.0,20,5.2334
182,9.0,20,-0.46118
183,2.0,20,3.1212
184,6.0,20,-0.40537
185,5.0,20,-0.29419
186,4.0,20,-0.47515
187,11.0,20,1.0159
188,2.0,20,1.3325
189,8.0,20,-0.55178
190,7.0,20,-0.30223
191,7.0,20,-0.38734
192,11.0,20,2.4548
193,4.0,20,1.0035
194,8.0,20,-0.40064
195,8.0,20,-0.46628
196,1.0,20,-0.14706
197,7.0,20,-0.37434
198,6.0,20,-0.34427
199,1.0,20,-0.33253
200,1.0,20,-0.38604
201,5.0,20,0.26756
202,4.0,20,-0.47545
203,10.0,20,3.5053
204,2.0,20,-0.11479
205,5.0,20,-0.48547
206,11.0,20,3.1074
207,9.0,20,-0.056521
208,8.0,20,-0.55295
209,2.0,20,1.5276
210,9.0,20,-0.36011
211,1.0,20,-0.32149
212,1.0,20,-0.20714
213,4.0,20,0.046596
214,1.0,20,0.14311
215,3.0,20,-0.31272
216,7.0,20,-0.33611
217,1.0,20,-0.22227
218,1.0,20,-0.39566
219,6.0,20,-0.64299
0,7.0,21,-0.34578
1,5.0,21,-0.34878
2,9.0,21,-0.39842
3,2.0,21,1.279
4,2.0,21,-0.17655
5,2.0,21,-0.25686
6,9.0,21,0.3559
7,2.0,21,3.3891
8,8.0,21,-0.48179
9,5.0,21,-0.5142
10,9.0,21,-0.34354
11,5.0,21,-0.23111
12,8.0,21,-0.35418
13,6.0,21,-0.36023
14,10.0,21,3.9581
15,6.0,21,-0.50123
16,7.0,21,-0.40471
17,9.0,21,-0.1036
18,2.0,21,1.5441
19,1.0,21,-0.2204
20,7.0,21,-0.5451
21,8.0,21,-0.25507
22,3.0,21,-0.24232
23,8.0,21,-0.37095
24,1.0,21,-0.58274
25,5.0,21,0.64039
26,9.0,21,0.13492
27,7.0,21,-0.35358
28,4.0,21,1.0024
29,1.0,21,-0.30513
30,7.0,21,-0.55714
31,7.0,21,-0.36894
32,4.0,21,-0.39255
33,6.0,21,-0.4494
34,1.0,21,-0.30442
35,6.0,21,-0.55258
36,3.0,21,-0.22491
37,6.0,21,-0.41575
38,9.0,21,-0.32797
39,11.0,21,1.7559
40,2.0,21,-0.23916
41,7.0,21,-0.47925
42,10.0,21,3.0512
43,8.0,21,-0.25875
44,3.0,21,-0.32146
45,10.0,21,5.5285
46,11.0,21,1.9057
47,4.0,21,-0.23816
48,11.0,21,1.4175
49,3.0,21,-0.45804
50,11.0,21,2.4746
51,11.0,21,0.23921
52,6.0,21,-0.50949
53,11.0,21,4.4396
54,9.0,21,-0.28571
55,8.0,21,-0.58394
56,8.0,21,-0.61137
57,9.0,21,-0.30798
58,4.0,21,-0.12077
59,4.0,21,0.084301
60,4.0,21,-0.27821
61,4.0,21,-0.34218
62,4.0,21,-0.20984
63,7.0,21,-0.47622
64,6.0,21,-0.51238
65,7.0,21,-0.51536
66,3.0,21,-0.40229
67,2.0,21,5.4699
68,1.0,21,-0.3295
69,5.0,21,-0.37884
70,10.0,21,1.9645
71,11.0,21,1.9559
72,10.0,21,1.899
73,6.0,21,-0.45339
74,2.0,21,0.88866
75,5.0,21,-0.49153
76,8.0,21,-0.58169
77,3.0,21,-0.34937
78,4.0,21,-0.36291
79,11.0,21,0.94536
80,8.0,21,-0.2571
81,5.0,21,-0.41774
82,9.0,21,-0.22471
83,10.0,21,1.2308
84,8.0,21,-0.52156
85,11.0,21,1.3436
86,5.0,21,-0.50985
87,3.0,21,-0.45166
88,9.0,21,-0.060729
89,2.0,21,0.069072
90,7.0,21,-0.38511
91,8.0,21,-0.59613
92,9.0,21,-0.41238
93,8.0,21,-0.444
94,1.0,21,-0.41968
95,7.0,21,-0.4122
96,11.0,21,0.94904
97,10.0,21,4.9366
98,3.0,21,-0.25556
99,6.0,21,-0.32239
100,3.0,21,-0.38638
101,10.0,21,1.3461
102,6.0,21,-0.44139
103,9.0,21,-0.39493
104,5.0,21,-0.34434
105,11.0,21,2.5939
106,4.0,21,1.9045
107,1.0,21,-0.42285
108,10.0,21,4.8568
109,8.0,21,-0.50868
110,3.0,21,-0.2963
111,8.0,21,-0.38786
112,3.0,21,-0.41694
113,4.0,21,0.17301
114,10.0,21,0.34666
115,10.0,21,1.6219
116,8.0,21,-0.49552
117,6.0,21,-0.50089
118,5.0,21,-0.41712
119,11.0,21,2.9044
120,6.0,21,-0.51887
121,1.0,21,0.56278
122,10.0,21,3.2269
123,4.0,21,1.5637
124,5.0,21,-0.32098
125,7.0,21,-0.46953
126,11.0,21,1.3992
127,5.0,21,-0.27797
128,5.0,21,-0.24622
129,9.0,21,-0.16551
130,7.0,21,-0.33442
131,5.0,21,-0.43225
132,3.0,21,-0.085473
133,11.0,21,1.4635
134,6.0,21,-0.3393
135,4.0,21,-0.14879
136,8.0,21,-0.27096
137,11.0,21,2.7018
138,10.0,21,3.1879
139,1.0,21,-0.20614
140,11.0,21,1.6613
141,3.0,21,-0.23434
142,9.0,21,-0.35912
143,9.0,21,-0.46382
144,6.0,21,0.089886
145,3.0,21,-0.52771
146,2.0,21,2.743
147,2.0,21,1.2298
148,2.0,21,3.3637
149,3.0,21,-0.36722
150,10.0,21,3.4761
151,6.0,21,-0.46896
152,2.0,21,0.56515
153,4.0,21,-0.45222
154,2.0,21,3.5066
155,3.0,21,-0.38174
156,9.0,21,-0.27074
157,2.0,21,2.643
158,10.0,21,1.8496
159,6.0,21,-0.58773
160,4.0,21,-0.14734
161,5.0,21,-0.36349
162,3.0,21,-0.35628
163,5.0,21,0.17691
164,2.0,21,-0.21362
165,3.0,21,-0.45484
166,7.0,21,-0.56471
167,10.0,21,4.5624
168,5.0,21,0.31406
169,10.0,21,-0.67299
170,9.0,21,-0.27173
171,1.0,21,-0.41891
172,6.0,21,-0.31119
173,10.0,21,3.5811
174,3.0,21,-0.3936
175,7.0,21,-0.33713
176,1.0,21,-0.11383
177,11.0,21,0.75766
178,4.0,21,-0.28669
179,1.0,21,-0.3887
180,7.0,21,-0.66533
181,10.0,21,4.458
182,9.0,21,-0.49493
183,2.0,21,2.0331
184,6.0,21,-0.42848
185,5.0,21,-0.2323
186,4.0,21,-0.49091
187,11.0,21,0.65391
188,2.0,21,0.59509
189,8.0,21,-0.54166
190,7.0,21,-0.31402
191,7.0,21,-0.38743
192,11.0,21,2.2138
193,4.0,21,1.3529
194,8.0,21,-0.41575
195,8.0,21,-0.46758
196,1.0,21,-0.16432
197,7.0,21,-0.39403
198,6.0,21,-0.31605
199,1.0,21,-0.30317
200,1.0,21,-0.39292
201,5.0,21,0.097254
202,4.0,21,-0.41537
203,10.0,21,2.9223
204,2.0,21,-0.12649
205,5.0,21,-0.48522
206,11.0,21,2.4969
207,9.0,21,-0.051735
208,8.0,21,-0.5676
209,2.0,21,1.3967
210,9.0,21,-0.3549
211,1.0,21,-0.32544
212,1.0,21,-0.23894
213,4.0,21,0.20993
214,1.0,21,0.11024
215,3.0,21,-0.32034
216,7.0,21,-0.3382
217,1.0,21,-0.27574
218,1.0,21,-0.39685
219,6.0,21,-0.64864
0,7.0,22,-0.34943
1,5.0,22,-0.31797
2,9.0,22,-0.4043
3,2.0,22,1.1224
4,2.0,22,-0.1919
5,2.0,22,-0.40889
6,9.0,22,0.38646
7,2.0,22,3.2025
8,8.0,22,-0.4806
9,5.0,22,-0.5006
10,9.0,22,-0.31134
11,5.0,22,-0.25029
12,8.0,22,-0.35537
13,6.0,22,-0.33039
14,10.0,22,3.7074
15,6.0,22,-0.50111
16,7.0,22,-0.40272
17,9.0,22,-0.053339
18,2.0,22,0.76734
19,1.0,22,-0.25127
20,7.0,22,-0.5458
21,8.0,22,-0.30893
22,3.0,22,-0.20804
23,8.0,22,-0.37715
24,1.0,22,-0.66483
25,5.0,22,0.62968
26,9.0,22,-0.013233
27,7.0,22,-0.35532
28,4.0,22,1.0727
29,1.0,22,-0.31186
30,7.0,22,-0.55894
31,7.0,22,-0.38024
32,4.0,22,-0.37845
33,6.0,22,-0.44105
34,1.0,22,-0.31808
35,6.0,22,-0.55255
36,3.0,22,-0.27392
37,6.0,22,-0.38864
38,9.0,22,-0.37324
39,11.0,22,1.7135
40,2.0,22,-0.28022
41,7.0,22,-0.4849
42,10.0,22,2.7301
43,8.0,22,-0.28095
44,3.0,22,-0.30853
45,10.0,22,5.3158
46,11.0,22,1.3016
47,4.0,22,-0.18479
48,11.0,22,1.0154
49,3.0,22,-0.44724
50,11.0,22,2.3792
51,11.0,22,0.29941
52,6.0,22,-0.49857
53,11.0,22,4.0771
54,9.0,22,-0.29588
55,8.0,22,-0.5952
56,8.0,22,-0.61422
57,9.0,22,-0.28361
58,4.0,22,0.050984
59,4.0,22,0.26983
60,4.0,22,-0.16141
61,4.0,22,-0.28507
62,4.0,22,-0.15552
63,7.0,22,-0.48657
64,6.0,22,-0.44864
65,7.0,22,-0.51227
66,3.0,22,-0.32322
67,2.0,22,5.3281
68,1.0,22,-0.33098
69,5.0,22,-0.43787
70,10.0,22,1.2664
71,11.0,22,1.9437
72,10.0,22,1.3622
73,6.0,22,-0.42037
74,2.0,22,0.63886
75,5.0,22,-0.49159
76,8.0,22,-0.58536
77,3.0,22,-0.30498
78,4.0,22,-0.35396
79,11.0,22,0.51131
80,8.0,22,-0.27428
81,5.0,22,-0.39359
82,9.0,22,-0.25217
83,10.0,22,1.1417
84,8.0,22,-0.54447
85,11.0,22,0.71729
86,5.0,22,-0.50983
87,3.0,22,-0.45004
88,9.0,22,-0.13727
89,2.0,22,-0.017533
90,7.0,22,-0.38546
91,8.0,22,-0.58707
92,9.0,22,-0.41193
93,8.0,22,-0.45112
94,1.0,22,-0.41945
95,7.0,22,-0.41208
96,11.0,22,0.60634
97,10.0,22,3.572
98,3.0,22,-0.27786
99,6.0,22,-0.29392
100,3.0,22,-0.38718
101,10.0,22,1.5947
102,6.0,22,-0.42912
103,9.0,22,-0.38185
104,5.0,22,-0.33094
105,11.0,22,2.5471
106,4.0,22,2.365
107,1.0,22,-0.44972
108,10.0,22,4.1042
109,8.0,22,-0.52004
110,3.0,22,-0.29886
111,8.0,22,-0.39144
112,3.0,22,-0.41883
113,4.0,22,0.22107
114,10.0,22,0.10879
115,10.0,22,1.3222
116,8.0,22,-0.4837
117,6.0,22,-0.50817
118,5.0,22,-0.4126
119,11.0,22,2.5313
120,6.0,22,-0.50955
121,1.0,22,0.3483
122,10.0,22,3.2655
123,4.0,22,1.7922
124,5.0,22,-0.35262
125,7.0,22,-0.47073
126,11.0,22,0.83514
127,5.0,22,-0.27948
128,5.0,22,-0.19348
129,9.0,22,-0.21652
130,7.0,22,-0.33024
131,5.0,22,-0.43398
132,3.0,22,-0.042803
133,11.0,22,0.67059
134,6.0,22,-0.33153
135,4.0,22,-0.048106
136,8.0,22,-0.2565
137,11.0,22,2.0867
138,10.0,22,2.9745
139,1.0,22,-0.27725
140,11.0,22,1.0068
141,3.0,22,-0.19655
142,9.0,22,-0.35735
143,9.0,22,-0.45657
144,6.0,22,0.25457
145,3.0,22,-0.52559
146,2.0,22,2.9074
147,2.0,22,0.94788
148,2.0,22,2.6061
149,3.0,22,-0.36782
150,10.0,22,2.5871
151,6.0,22,-0.46941
152,2.0,22,-0.066124
153,4.0,22,-0.42543
154,2.0,22,2.4442
155,3.0,22,-0.38462
156,9.0,22,-0.26565
157,2.0,22,2.1851
158,10.0,22,1.5898
159,6.0,22,-0.58979
160,4.0,22,-0.088006
161,5.0,22,-0.3661
162,3.0,22,-0.35683
163,5.0,22,0.135
164,2.0,22,-0.23228
165,3.0,22,-0.45603
166,7.0,22,-0.56521
167,10.0,22,4.7363
168,5.0,22,0.26917
169,10.0,22,-0.67196
170,9.0,22,-0.25833
171,1.0,22,-0.43625
172,6.0,22,-0.31275
173,10.0,22,3.4723
174,3.0,22,-0.39369
175,7.0,22,-0.37399
176,1.0,22,-0.14535
177,11.0,22,0.66127
178,4.0,22,-0.086176
179,1.0,22,-0.38357
180,7.0,22,-0.67458
181,10.0,22,3.5064
182,9.0,22,-0.53046
183,2.0,22,1.209
184,6.0,22,-0.44923
185,5.0,22,-0.15964
186,4.0,22,-0.48547
187,11.0,22,0.59417
188,2.0,22,0.43161
189,8.0,22,-0.54014
190,7.0,22,-0.32246
191,7.0,22,-0.38749
192,11.0,22,2.0289
193,4.0,22,1.7044
194,8.0,22,-0.42476
195,8.0,22,-0.47241
196,1.0,22,-0.18859
197,7.0,22,-0.4092
198,6.0,22,-0.25435
199,1.0,22,-0.27066
200,1.0,22,-0.39845
